"ID","Name","Source","SpectralData","AngularFunction","Thickness","Tsol","Rsol1","Rsol2","Tvis","Rvis1","Rvis2","Tir","emis1","emis2","Conductivity","Comment","Manufacturer","ProductName","Color","Certification","Status","Timestamp","Specularity","Tvis2","Tsol2","MaterialID"
100,"BRONZE_3.DAT","IGDB v11.4",1,0,3.124200,0.645905,0.061815,0.062524,0.679659,0.065255,0.066096,0.000000,0.840000,0.840000,1.000000,,"Generic","Generic Bronze Glass",13620701,"#",256,1510862456,0,0.679659,0.645905,0
101,"BRONZE_6.DAT","IGDB v11.4",1,0,5.740400,0.485604,0.052619,0.052822,0.532856,0.055984,0.056048,0.000000,0.840000,0.840000,1.000000,,"Generic","Generic Bronze Glass",11910859,"#",256,1510862456,0,0.532856,0.485604,0
102,"CLEAR_3.DAT","IGDB v11.4",1,0,3.048000,0.833848,0.074764,0.074854,0.899260,0.082563,0.082564,0.000000,0.840000,0.840000,1.000000,,"Generic","Generic Clear Glass",15856882,"#",256,1510862456,0,0.899260,0.833848,0
103,"CLEAR_6.DAT","IGDB v11.4",1,0,5.715000,0.770675,0.069976,0.070237,0.883647,0.080395,0.080395,0.000000,0.840000,0.840000,1.000000,,"Generic","Generic Clear Glass",15725550,"#",256,1641409674,0,0.883647,0.770675,0
104,"GRAY_3.DAT","IGDB v11.4",1,0,3.124200,0.608956,0.059577,0.060991,0.616937,0.061605,0.062912,0.000000,0.840000,0.840000,1.000000,,"Generic","Generic Grey Glass",13618894,"#",256,1510862456,0,0.616937,0.608956,0
105,"THIN_06.DAT","IGDB v54.0",1,0,0.600000,0.905575,0.082577,0.082634,0.914173,0.085054,0.085426,0.000000,0.840000,0.840000,1.000000,,"Generic","Generic thin glass 0.6 mm",15988213,"",256,1510862592,0,0.914173,0.905575,0
106,"THIN_075.DAT","IGDB v54.0",1,0,0.750000,0.906146,0.082587,0.082569,0.914138,0.085027,0.085734,0.000000,0.840000,0.840000,1.000000,,"Generic","Generic thin glass 0.75 mm",15988213,"",256,1510862592,0,0.914138,0.906146,0
107,"THIN_11.DAT","IGDB v54.0",1,0,1.100000,0.900890,0.081545,0.081761,0.912809,0.085523,0.085569,0.000000,0.840000,0.840000,1.000000,,"Generic","Generic thin glass 1.1 mm",15988213,"",256,1510862593,0,0.912809,0.900890,0
108,"THIN_05.DAT","IGDB v63.0",1,0,0.500000,0.909636,0.082260,0.082260,0.913664,0.085594,0.085594,0.000000,0.840000,0.840000,1.000000,,"Generic","Generic thin glass 0.5 mm",15988213,"",256,1541470895,0,0.913664,0.909636,0
109,"THIN_15.DAT","IGDB v63.0",1,0,1.500000,0.895178,0.081088,0.081088,0.912244,0.085483,0.085483,0.000000,0.840000,0.840000,1.000000,,"Generic","Generic thin glass 1.5 mm",15988213,"",256,1541470895,0,0.912244,0.895178,0
110,"THINLOWE_05.DAT","IGDB v63.0",1,0,0.500000,0.786098,0.115651,0.105512,0.893811,0.080945,0.079036,0.000000,0.845461,0.148902,1.000000,,"Generic","Generic thin glass with low-e 0.5 mm",15725301,"",256,1541470901,0,0.893811,0.786098,0
111,"THINLOWE_075.DAT","IGDB v63.0",1,0,0.750000,0.783037,0.115102,0.105294,0.893457,0.080913,0.079005,0.000000,0.845461,0.148902,1.000000,,"Generic","Generic thin glass with low-e 0.75 mm",15725301,"",256,1541470900,0,0.893457,0.783037,0
112,"THINLOWE_11.DAT","IGDB v63.0",1,0,1.100000,0.778826,0.114430,0.104985,0.892983,0.080891,0.078961,0.000000,0.845461,0.148902,1.000000,,"Generic","Generic thin glass with low-e 1.1 mm",15725301,"",256,1541470900,0,0.892983,0.778826,0
113,"THINLOWE_15.DAT","IGDB v63.0",1,0,1.500000,0.774021,0.113496,0.104642,0.892440,0.080861,0.078911,0.000000,0.845461,0.148902,1.000000,,"Generic","Generic thin glass with low-e 1.5 mm",15659765,"",256,1541470900,0,0.892440,0.774021,0
114,"BRONZE_4.DAT","IGDB v70.0",1,0,3.911600,0.592308,0.058470,0.057685,0.630313,0.061852,0.061189,0.000000,0.840000,0.840000,1.000345,,"Generic","Generic Bronze Glass 4 mm",13029079,"#",256,1586299420,0,0.630313,0.592308,0
115,"BRONZE_5.DAT","IGDB v70.0",1,0,4.851400,0.534553,0.055598,0.054710,0.576171,0.058858,0.058098,0.000000,0.840000,0.840000,1.000345,,"Generic","Generic Bronze Glass 5 mm",12436944,"#",256,1586299420,0,0.576171,0.534553,0
116,"BRONZE_8.DAT","IGDB v70.0",1,0,7.848599,0.387367,0.049578,0.048473,0.433122,0.052238,0.051263,0.000000,0.840000,0.840000,1.000345,,"Generic","Generic Bronze Glass 8 mm",10595516,"#",256,1586299421,0,0.433122,0.387367,0
117,"BRONZE_10.DAT","IGDB v70.0",1,0,9.931400,0.310992,0.047177,0.045986,0.355519,0.049426,0.048360,0.000000,0.840000,0.840000,1.000345,,"Generic","Generic Bronze Glass 10 mm",9477294,"#",256,1586299422,0,0.355519,0.310992,0
118,"BRONZE_12.DAT","IGDB v70.0",1,0,11.938000,0.252448,0.045667,0.044422,0.294124,0.047588,0.046463,0.000000,0.840000,0.840000,1.000345,,"Generic","Generic Bronze Glass 12 mm",8490914,"#",256,1586299422,0,0.294124,0.252448,0
119,"CLEAR_4.DAT","IGDB v70.0",1,0,3.911600,0.811601,0.075773,0.074906,0.892643,0.083807,0.083573,0.000000,0.840000,0.840000,1.000345,,"Generic","Generic Clear Glass 4 mm",15856880,"#",256,1586299419,0,0.892643,0.811601,0
120,"CLEAR_5.DAT","IGDB v70.0",1,0,4.851400,0.789393,0.074288,0.073257,0.887510,0.083391,0.083103,0.000000,0.840000,0.840000,1.000345,,"Generic","Generic Clear Glass 5 mm",15791087,"#",256,1586299419,0,0.887510,0.789393,0
121,"CLEAR_8.DAT","IGDB v70.0",1,0,7.848599,0.724662,0.070277,0.068798,0.871376,0.082104,0.081648,0.000000,0.840000,0.840000,1.000345,,"Generic","Generic Clear Glass 8 mm",15659755,"#",256,1586299419,0,0.871376,0.724662,0
122,"CLEAR_10.DAT","IGDB v70.0",1,0,9.931400,0.684514,0.068017,0.066286,0.860375,0.081242,0.080673,0.000000,0.840000,0.840000,1.000345,,"Generic","Generic Clear Glass 10 mm",15593960,"#",256,1586299420,0,0.860375,0.684514,0
123,"CLEAR_12.DAT","IGDB v70.0",1,0,11.938000,0.649116,0.066164,0.064223,0.849935,0.080436,0.079762,0.000000,0.840000,0.840000,1.000345,,"Generic","Generic Clear Glass 12mm",15528166,"#",256,1586299420,0,0.849935,0.649116,0
124,"GRAY_4.DAT","IGDB v70.0",1,0,3.911600,0.550360,0.057266,0.055795,0.558502,0.059053,0.057640,0.000000,0.840000,0.840000,1.000345,,"Generic","Generic Gray Glass 4 mm",13092293,"#",256,1586299421,0,0.558502,0.550360,0
125,"GRAY_5.DAT","IGDB v70.0",1,0,4.851400,0.488176,0.054407,0.052759,0.496020,0.056018,0.054428,0.000000,0.840000,0.840000,1.000345,,"Generic","Generic Gray Glass 5 mm",12434362,"#",256,1586299421,0,0.496020,0.488176,0
126,"GRAY_6.DAT","IGDB v70.0",1,0,5.892800,0.427875,0.051954,0.050155,0.434981,0.053399,0.051657,0.000000,0.840000,0.840000,1.000345,,"Generic","Generic Gray Glass 6 mm",11776176,"#",256,1586299421,0,0.434981,0.427875,0
127,"GRAY_8.DAT","IGDB v70.0",1,0,7.848599,0.334926,0.048785,0.046789,0.340053,0.050006,0.048066,0.000000,0.840000,0.840000,1.000345,,"Generic","Generic Gray Glass 8 mm",10657181,"#",256,1586299421,0,0.340053,0.334926,0
128,"GRAY_10.DAT","IGDB v70.0",1,0,9.931400,0.258981,0.046741,0.044618,0.261770,0.047828,0.045762,0.000000,0.840000,0.840000,1.000345,,"Generic","Generic Gray Glass 10 mm",9538443,"#",256,1586299420,0,0.261770,0.258981,0
129,"GRAY_12.DAT","IGDB v70.0",1,0,11.938000,0.202841,0.045543,0.043344,0.203553,0.046572,0.044433,0.000000,0.840000,0.840000,1.000345,,"Generic","Generic Gray Glass 12 mm",8551548,"#",256,1586299420,0,0.203553,0.202841,0
130,"acrylic_1.dat","IGDB v71.0",1,0,1.000000,0.883197,0.070380,0.070380,0.925073,0.073726,0.073726,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Acrylic 1 mm",16054263,"#",256,1586299422,0,0.925073,0.883197,0
131,"acrylic_2.dat","IGDB v71.0",1,0,2.000000,0.862674,0.069500,0.069500,0.923966,0.073648,0.073648,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Acrylic 2 mm",16054006,"#",256,1586299423,0,0.923966,0.862674,0
132,"acrylic_3.dat","IGDB v71.0",1,0,3.000000,0.849228,0.068929,0.068929,0.922876,0.073574,0.073574,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Acrylic 3 mm",16054006,"#",256,1586299423,0,0.922876,0.849228,0
133,"acrylic_4.dat","IGDB v71.0",1,0,4.000000,0.839073,0.068501,0.068501,0.921761,0.073498,0.073498,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Acrylic 4 mm",16054006,"#",256,1586299423,0,0.921761,0.839073,0
134,"acrylic_5.dat","IGDB v71.0",1,0,5.000000,0.830825,0.068134,0.068134,0.920659,0.073404,0.073404,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Acrylic 5 mm",16054006,"#",256,1586299423,0,0.920659,0.830825,0
135,"acrylic_6.dat","IGDB v71.0",1,0,6.000000,0.823845,0.067813,0.067813,0.919553,0.073308,0.073308,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Acrylic 6 mm",16054006,"#",256,1586299423,0,0.919553,0.823845,0
136,"acrylic_8.dat","IGDB v71.0",1,0,8.000000,0.812231,0.067272,0.067272,0.917352,0.073139,0.073139,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Acrylic 8 mm",16054005,"#",256,1586299424,0,0.917352,0.812231,0
137,"acrylic_10.dat","IGDB v71.0",1,0,10.000000,0.802598,0.066811,0.066811,0.915166,0.072980,0.072980,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Acrylic 10 mm",16054005,"#",256,1586299422,0,0.915166,0.802598,0
138,"acrylic_12.dat","IGDB v71.0",1,0,12.000000,0.794219,0.066411,0.066411,0.912970,0.072810,0.072810,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Acrylic 12 mm",15988213,"#",256,1586299422,0,0.912970,0.794219,0
139,"acrylic_18.dat","IGDB v71.0",1,0,18.000000,0.773593,0.065409,0.065409,0.906450,0.072326,0.072326,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Acrylic 18 mm",15988212,"#",256,1586299423,0,0.906450,0.773593,0
140,"polycarbonate_1.dat","IGDB v71.0",1,0,1.000000,0.848296,0.084595,0.084595,0.893424,0.090017,0.090017,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Polycarbonate 1",15725555,"#",256,1586299429,0,0.893424,0.848296,0
141,"polycarbonate_2.dat","IGDB v71.0",1,0,2.000000,0.824485,0.083167,0.083167,0.878547,0.088625,0.088625,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Polycarbonate 2",15593968,"#",256,1586299430,0,0.878547,0.824485,0
142,"polycarbonate_3.dat","IGDB v71.0",1,0,3.000000,0.807465,0.082114,0.082114,0.863920,0.087285,0.087285,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Polycarbonate 3",15462638,"#",256,1586299430,0,0.863920,0.807465,0
143,"polycarbonate_4.dat","IGDB v71.0",1,0,4.000000,0.793733,0.081220,0.081220,0.849571,0.086002,0.086002,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Polycarbonate 4",15331052,"#",256,1586299430,0,0.849571,0.793733,0
144,"polycarbonate_5.dat","IGDB v71.0",1,0,5.000000,0.781863,0.080410,0.080410,0.835466,0.084728,0.084728,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Polycarbonate 5",15265002,"#",256,1586299431,0,0.835466,0.781863,0
145,"polycarbonate_6.dat","IGDB v71.0",1,0,6.000000,0.771182,0.079685,0.079685,0.821594,0.083540,0.083540,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Polycarbonate 6",15133672,"#",256,1586299431,0,0.821594,0.771182,0
146,"polycarbonate_8.dat","IGDB v71.0",1,0,8.000000,0.752166,0.078376,0.078376,0.794583,0.081260,0.081260,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Polycarbonate 8",14870756,"#",256,1586299431,0,0.794583,0.752166,0
147,"polycarbonate_10.dat","IGDB v71.0",1,0,10.000000,0.735237,0.077188,0.077188,0.768475,0.079111,0.079111,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Polycarbonate 10",14673121,"#",256,1586299430,0,0.768475,0.735237,0
148,"polycarbonate_12.dat","IGDB v71.0",1,0,12.000000,0.719749,0.076105,0.076105,0.743260,0.077106,0.077106,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Polycarbonate 12",14475741,"#",256,1586299430,0,0.743260,0.719749,0
149,"polycarbonate_18.dat","IGDB v71.0",1,0,18.000000,0.678985,0.073283,0.073283,0.672616,0.071866,0.071866,0.000000,0.900000,0.900000,0.200000,,"Generic","Generic Polycarbonate 18",13883602,"#",256,1586299430,0,0.672616,0.678985,0
200,"SilAg25LE_3ww.bsf","IGDB v16.3",1,0,3.022600,0.155638,0.545979,0.615970,0.221589,0.417452,0.476312,0.000000,0.840000,0.330000,0.941501,,"Saint-Gobain Solar Gard LLC","Silver AG 25 Low-E",9208954,"#",256,1510863144,0,0.221589,0.155638,0
202,"H70_3.bsf","IGDB v16.3",1,0,3.276600,0.368202,0.352820,0.415253,0.720934,0.088413,0.088022,0.000000,0.840000,0.770000,0.950154,,"Saint-Gobain Solar Gard LLC","Hilite 70",13688538,"#",256,1510863140,0,0.720934,0.368202,0
203,"H70-8_3.bsf","IGDB v16.3",1,0,3.403600,0.381391,0.315832,0.403325,0.722093,0.094699,0.096459,0.000000,0.840000,0.790000,0.878000,,"Saint-Gobain Solar Gard LLC","8 Mil Hilite 70",13885147,"#",256,1510863140,0,0.722093,0.381391,0
204,"NS20_3.bsf","IGDB v17.4",1,0,3.251000,0.238238,0.113294,0.108443,0.200650,0.132319,0.116094,0.000000,0.840000,0.860000,0.965731,,"Saint-Gobain Solar Gard LLC","NightSky 20",8092796,"#",256,1510863165,0,0.200650,0.238238,0
205,"NS30_3.bsf","IGDB v17.4",1,0,3.251000,0.354428,0.088607,0.092076,0.316260,0.097650,0.088161,0.000000,0.840000,0.880000,0.965731,,"Saint-Gobain Solar Gard LLC","NightSky 30",9935256,"#",256,1510863164,0,0.316260,0.354428,0
206,"H40_3.bsf","IGDB v17.4",1,0,3.276000,0.273624,0.298908,0.394307,0.420222,0.058836,0.066159,0.000000,0.840000,0.750000,0.950154,,"Saint-Gobain Solar Gard LLC","Hilite 40",10596521,"#",256,1510863165,0,0.420222,0.273624,0
207,"SBr20_3ww.bsf","IGDB v16.3",1,0,3.022600,0.130212,0.612323,0.610387,0.222876,0.383357,0.361326,0.000000,0.840000,0.660000,0.941501,,"Saint-Gobain Solar Gard LLC","Solar Bronze 20",7241612,"#",256,1510863141,0,0.222876,0.130212,0
208,"SPSX80OSW.bsf","IGDB v47.0",1,0,3.251200,0.421612,0.063994,0.062544,0.783974,0.084057,0.084084,0.000000,0.843623,0.840000,0.965731,,"Saint-Gobain Solar Gard LLC","Sentinel Plus SX 80 OSW",15132891,"#",256,1510863229,0,0.783974,0.421612,0
209,"SBr35_3ww.bsf","IGDB v16.3",1,0,3.022600,0.224415,0.538460,0.531502,0.353309,0.299610,0.274831,0.000000,0.840000,0.680000,0.941501,,"Saint-Gobain Solar Gard LLC","Solar Bronze 35",9149614,"#",256,1510863142,0,0.353309,0.224415,0
211,"SBr50_3ww.bsf","IGDB v16.3",1,0,3.022600,0.317067,0.455204,0.448428,0.453076,0.234587,0.210639,0.000000,0.840000,0.690000,0.941501,,"Saint-Gobain Solar Gard LLC","Solar Bronze 50",10465219,"#",256,1510863142,0,0.453076,0.317067,0
212,"NS10_3.bsf","IGDB v17.4",1,0,3.251000,0.158036,0.130804,0.129840,0.094691,0.155402,0.140318,0.000000,0.840000,0.870000,0.965731,,"Saint-Gobain Solar Gard LLC","NightSky 10",5658455,"#",256,1510863165,0,0.094691,0.158036,0
213,"Sil20_3ww.bsf","IGDB v16.3",1,0,3.022600,0.124681,0.629730,0.629233,0.166149,0.605457,0.584548,0.000000,0.840000,0.700000,0.941501,,"Saint-Gobain Solar Gard LLC","Silver 20",8352871,"#",256,1510863142,0,0.166149,0.124681,0
215,"Sil20-4_3ww.bsf","IGDB v16.3",1,0,3.073400,0.115364,0.625763,0.642726,0.153034,0.606949,0.601623,0.000000,0.840000,0.710000,0.891311,,"Saint-Gobain Solar Gard LLC","4 Mil Silver 20",8154979,"#",256,1510863143,0,0.153034,0.115364,0
216,"Sil20-8_3ww.bsf","IGDB v16.3",1,0,3.175000,0.109901,0.615287,0.636524,0.146497,0.600976,0.592764,0.000000,0.840000,0.700000,0.808237,,"Saint-Gobain Solar Gard LLC","8 Mil Silver 20",7957857,"#",256,1510863143,0,0.146497,0.109901,0
217,"Sil35_3ww.bsf","IGDB v16.3",1,0,3.022600,0.274519,0.440078,0.423689,0.348684,0.389107,0.358032,0.000000,0.840000,0.730000,0.941501,,"Saint-Gobain Solar Gard LLC","Silver 35",11248277,"#",256,1510863143,0,0.348684,0.274519,0
218,"Sil35-8_3ww.bsf","IGDB v16.3",1,0,3.175000,0.281178,0.404881,0.392791,0.359840,0.363827,0.331724,0.000000,0.840000,0.710000,0.808237,,"Saint-Gobain Solar Gard LLC","8 Mil Silver 35",11379864,"#",256,1510863144,0,0.359840,0.281178,0
219,"Sil50_3ww.bsf","IGDB v16.3",1,0,3.009900,0.428206,0.279958,0.264443,0.534358,0.237784,0.217537,0.000000,0.840000,0.770000,0.955346,,"Saint-Gobain Solar Gard LLC","Silver 50",13288632,"#",256,1510863144,0,0.534358,0.428206,0
220,"TV40_3.bsf","IGDB v17.4",1,0,3.251000,0.376058,0.216560,0.235164,0.391388,0.143781,0.095980,0.000000,0.840000,0.750000,0.965731,,"Saint-Gobain Solar Gard LLC","TrueVue 40",10988194,"#",256,1510863166,0,0.391388,0.376058,0
221,"TV5_3.bsf","IGDB v17.4",1,0,3.251000,0.059456,0.513728,0.444694,0.051675,0.451348,0.083022,0.000000,0.840000,0.750000,0.965731,,"Saint-Gobain Solar Gard LLC","TrueVue 5",4539193,"#",256,1510863165,0,0.051675,0.059456,0
222,"Sl10_3ww.bsf","IGDB v16.3",1,0,3.035300,0.086509,0.586769,0.283105,0.118755,0.458844,0.212121,0.000000,0.840000,0.820000,0.927655,,"Saint-Gobain Solar Gard LLC","Slate 10",6971995,"#",256,1510863144,0,0.118755,0.086509,0
223,"Sl20_3ww.bsf","IGDB v16.3",1,0,3.035300,0.176689,0.451649,0.225192,0.231847,0.322784,0.168309,0.000000,0.840000,0.840000,0.927655,,"Saint-Gobain Solar Gard LLC","Slate 20",9143935,"#",256,1510863145,0,0.231847,0.176689,0
224,"Sl30_3ww.bsf","IGDB v16.3",1,0,3.035300,0.246348,0.358567,0.192399,0.303672,0.248124,0.142787,0.000000,0.840000,0.840000,0.927655,,"Saint-Gobain Solar Gard LLC","Slate 30",10196882,"#",256,1510863145,0,0.303672,0.246348,0
225,"Sl40_3ww.bsf","IGDB v16.3",1,0,3.035300,0.374845,0.275848,0.169809,0.451420,0.183180,0.116597,0.000000,0.840000,0.810000,0.927655,,"Saint-Gobain Solar Gard LLC","Slate 40",11908272,"#",256,1510863145,0,0.451420,0.374845,0
226,"SS10_3ww.bsf","IGDB v16.3",1,0,3.022600,0.099068,0.432917,0.416540,0.092073,0.444247,0.418182,0.000000,0.840000,0.790000,0.941501,,"Saint-Gobain Solar Gard LLC","Stainless Steel 10",5330264,"#",256,1510863145,0,0.092073,0.099068,0
227,"SS20_3ww.bsf","IGDB v16.3",1,0,3.022600,0.238790,0.272681,0.244542,0.239184,0.286971,0.250409,0.000000,0.840000,0.840000,0.941501,,"Saint-Gobain Solar Gard LLC","Stainless Steel 20",8685191,"#",256,1510863146,0,0.239184,0.238790,0
228,"SS20-4_3ww.bsf","IGDB v16.3",1,0,3.073400,0.226191,0.268937,0.244156,0.225349,0.281625,0.249756,0.000000,0.840000,0.850000,0.941501,,"Saint-Gobain Solar Gard LLC","4 Mil Stainless Steel 20",8487556,"#",256,1510863146,0,0.225349,0.226191,0
229,"SS20-8_3ww.bsf","IGDB v16.3",1,0,3.175000,0.214633,0.260141,0.238332,0.216070,0.274030,0.240324,0.000000,0.840000,0.860000,0.808237,,"Saint-Gobain Solar Gard LLC","8 Mil Stainless Steel 20",8355968,"#",256,1510863146,0,0.216070,0.214633,0
230,"SS30_3ww.bsf","IGDB v16.3",1,0,3.022600,0.337703,0.193129,0.171111,0.342084,0.204101,0.170900,0.000000,0.840000,0.860000,0.941501,,"Saint-Gobain Solar Gard LLC","Stainless Steel 30",10264222,"#",256,1510863146,0,0.342084,0.337703,0
231,"TV15_3.bsf","IGDB v17.4",1,0,3.251000,0.090382,0.505747,0.503576,0.121177,0.447940,0.225264,0.000000,0.840000,0.750000,0.965731,,"Saint-Gobain Solar Gard LLC","TrueVue 15",6972760,"#",256,1510863164,0,0.121177,0.090382,0
232,"SS35_3ww.bsf","IGDB v16.3",1,0,3.022600,0.426311,0.148211,0.123221,0.428662,0.155316,0.125573,0.000000,0.840000,0.880000,0.941501,,"Saint-Gobain Solar Gard LLC","Stainless Steel 35",11251631,"#",256,1510863147,0,0.428662,0.426311,0
233,"SS35-8_3ww.bsf","IGDB v16.3",1,0,3.175000,0.380078,0.156905,0.129700,0.389895,0.163757,0.131942,0.000000,0.840000,0.880000,0.808237,,"Saint-Gobain Solar Gard LLC","8 Mil Stainless Steel 35",10856616,"#",256,1510863147,0,0.389895,0.380078,0
234,"SS50_3ww.bsf","IGDB v16.3",1,0,3.022600,0.483100,0.133425,0.110787,0.489446,0.137186,0.111942,0.000000,0.840000,0.890000,0.941501,,"Saint-Gobain Solar Gard LLC","Stainless Steel 50",11975354,"#",256,1510863147,0,0.489446,0.483100,0
235,"SS50-4_3ww.bsf","IGDB v16.3",1,0,3.073400,0.465620,0.134073,0.109942,0.475069,0.138697,0.111036,0.000000,0.840000,0.900000,0.891311,,"Saint-Gobain Solar Gard LLC","4 Mil Stainless Steel 50",11843512,"#",256,1510863147,0,0.475069,0.465620,0
236,"SS50-8_3ww.bsf","IGDB v16.3",1,0,3.175000,0.435690,0.130466,0.109398,0.443561,0.139208,0.110757,0.000000,0.840000,0.880000,0.808237,,"Saint-Gobain Solar Gard LLC","8 Mil Stainless Steel 50",11383475,"#",256,1510863147,0,0.443561,0.435690,0
237,"TV30_3.bsf","IGDB v17.4",1,0,3.251000,0.273567,0.314977,0.326551,0.313552,0.224389,0.129296,0.000000,0.840000,0.750000,0.965731,,"Saint-Gobain Solar Gard LLC","TrueVue 30",10132368,"#",256,1510863165,0,0.313552,0.273567,0
238,"LX40_3.bsf","IGDB v18.2",1,0,3.276600,0.273624,0.298908,0.394307,0.420222,0.058836,0.066159,0.000000,0.840000,0.750000,0.950000,,"Saint-Gobain Solar Gard LLC","LX40",10596521,"#",256,1510863167,0,0.420222,0.273624,0
239,"St20_3ww.bsf","IGDB v16.3",1,0,3.022600,0.158993,0.592373,0.560867,0.229277,0.467830,0.421533,0.000000,0.840000,0.670000,0.941501,,"Saint-Gobain Solar Gard LLC","Sterling 20",9340539,"#",256,1510863148,0,0.229277,0.158993,0
240,"St40_3ww.bsf","IGDB v16.3",1,0,3.022600,0.302363,0.470244,0.442939,0.419269,0.339110,0.299333,0.000000,0.840000,0.680000,0.941501,,"Saint-Gobain Solar Gard LLC","Sterling 40",11972772,"#",256,1510863148,0,0.419269,0.302363,0
241,"SPSX50OSW.bsf","IGDB v47.0",1,0,3.251200,0.358204,0.327302,0.264171,0.477039,0.274456,0.249891,0.000000,0.761641,0.840000,0.965731,,"Saint-Gobain Solar Gard LLC","Sentinel Plus SX 50 OSW",12696237,"#",256,1510863228,0,0.477039,0.358204,0
242,"St50_3ww.bsf","IGDB v16.3",1,0,3.022600,0.381368,0.392165,0.374861,0.501883,0.267220,0.239006,0.000000,0.840000,0.690000,0.941501,,"Saint-Gobain Solar Gard LLC","Sterling 50",12762805,"#",256,1510863148,0,0.501883,0.381368,0
243,"H80_3.bsf","IGDB v47.0",1,0,3.276600,0.540024,0.250703,0.293783,0.800481,0.091541,0.098100,0.000000,0.840000,0.748255,0.950154,,"Saint-Gobain Solar Gard LLC","Hilite 80",14739685,"#",256,1510863228,0,0.800481,0.540024,0
244,"St60_3.bsf","IGDB v16.3",1,0,3.251200,0.494433,0.236972,0.254728,0.636599,0.176517,0.162397,0.000000,0.840000,0.762000,0.965000,,"Saint-Gobain Solar Gard LLC","Sterling 60",13750988,"#",256,1510863148,0,0.636599,0.494433,0
246,"St70_3.bsf","IGDB v16.3",1,0,3.251200,0.608052,0.174369,0.186977,0.746583,0.128253,0.120303,0.000000,0.840000,0.804000,0.965000,,"Saint-Gobain Solar Gard LLC","Sterling 70",14606813,"#",256,1510863149,0,0.746583,0.608052,0
247,"H55_3.bsf","IGDB v47.0",1,0,3.276600,0.338786,0.301295,0.390464,0.591575,0.078637,0.083065,0.000000,0.840000,0.735313,0.950154,,"Saint-Gobain Solar Gard LLC","Hilite 55",12700872,"#",256,1510863227,0,0.591575,0.338786,0
248,"SlGr50_3.bsf","IGDB v16.3",1,0,3.251200,0.357025,0.272772,0.291091,0.475175,0.254409,0.242550,0.000000,0.840000,0.817000,0.965000,,"Saint-Gobain Solar Gard LLC","Slate 50",12827310,"#",256,1510863145,0,0.475175,0.357025,0
249,"H25_3.bsf","IGDB v47.0",1,0,3.276600,0.194089,0.275967,0.402336,0.227909,0.056042,0.059385,0.000000,0.840000,0.733863,0.950154,,"Saint-Gobain Solar Gard LLC","Hilite 25",7964287,"#",256,1510863227,0,0.227909,0.194089,0
250,"Sl40-8_3.bsf","IGDB v16.3",1,0,3.416300,0.356108,0.266604,0.200069,0.454701,0.207153,0.132312,0.000000,0.840000,0.830000,0.871000,,"Saint-Gobain Solar Gard LLC","8 Mil Slate 40",11842993,"#",256,1510863145,0,0.454701,0.356108,0
251,"H15_3.bsf","IGDB v47.0",1,0,3.276600,0.166801,0.228794,0.335333,0.119905,0.053697,0.054618,0.000000,0.840000,0.732811,0.950154,,"Saint-Gobain Solar Gard LLC","Hilite 15",5727326,"#",256,1510863228,0,0.119905,0.166801,0
252,"CX60_3.bsf","IGDB v47.0",1,0,3.251200,0.500518,0.115688,0.097066,0.613489,0.110940,0.087530,0.000000,0.840000,0.889105,0.965731,,"Saint-Gobain Solar Gard LLC","CX 60",12898252,"#",256,1510863228,0,0.613489,0.500518,0
259,"GSG10_3.bsf","IGDB v16.3",1,0,3.251200,0.110472,0.277665,0.310250,0.049341,0.106813,0.099949,0.000000,0.840000,0.827000,0.965000,,"Saint-Gobain Solar Gard LLC","Grey/Silver/Grey 10",4669753,"#",256,1510863140,0,0.049341,0.110472,0
261,"QSQ20_3.bsf","IGDB v16.3",1,0,3.251200,0.216802,0.105215,0.127223,0.235052,0.101820,0.124989,0.000000,0.840000,0.913000,0.965000,,"Saint-Gobain Solar Gard LLC","Quantum/Silver/Quantum 20",8553862,"#",256,1510863141,0,0.235052,0.216802,0
262,"QSQ10_3.bsf","IGDB v16.3",1,0,3.251200,0.074277,0.220657,0.289703,0.095825,0.222120,0.253267,0.000000,0.840000,0.910000,0.965000,,"Saint-Gobain Solar Gard LLC","Quantum/Silver/Quantum 10",6248784,"#",256,1510863141,0,0.095825,0.074277,0
